"163 Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"163 Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"163 Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"163 Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"91 Nguyễn Văn Thủ, P. Đa Kao, Quận 1, TPHCM.","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"Số 101, Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,  Thành phố Đà Nẵng, Việt Nam","Đà Nẵng","",""
"Lô 120 đường An Thượng  2, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng, Việt Nam","Đà Nẵng","Đà Nẵng",""
"R4 Ba Vì, Phường 15, Quận 10, TP. Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"Hòn Lan, Tân Thành, Hàm Thuận Nam, Bình Thuận","Bình Thuận","",""
"32 Nguyễn Đình Chiểu, Hàm Tiến, Phan Thiết, Bình Thuận","Bình Thuận","Phan Thiết",""
"190 Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 2"
"22-22 bis Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"Đường Phạm Văn Đồng, Tổ 14, Phuờng Vĩnh Hoà, Thành phố Nha Trang, Tỉnh Khánh Hoà","Khánh Hòa","Nha Trang",""
"Tổ 18, ấp Tập Phước, Xã Long Phước, Huyện Long Thành, Tỉnh Đồng Nai","Đồng Nai","",""
"Khối Hà My Đông B, Phường Điện Dương, Thị Xã Điện Bàn, Tỉnh Quảng Nam","Quảng Nam","",""
"195/1 Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Thành phố Đà Nẵng","Đà Nẵng","Đà Nẵng",""
"240 Trần Bình trong, Phường 4 Quận 5, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 5"
"KCN Mỹ Xuân A, Huyện Tân Thành, Bà Rịa Vũng Tàu.","Bà Rịa - Vũng Tàu","Vũng Tàu",""
"101 Hai Bà Trưng, Quận 1, TP. Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"Số 5 Lê Lợi, Phường Vĩnh Ninh, Thành Phố Huế, Tỉnh Thừa Thiên Huế","Thừa Thiên Huế","",""
"323 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"Đường Trường Sa, P. Hòa Hải, Quận Ngũ Hành Sơn, TP. Đà Nẵng,","Đà Nẵng","Đà Nẵng",""
"Thôn Cù Dù, Xã Lộc Vĩnh, Huyện Phú Lộc, Thừa Thiên Huế","Thừa Thiên Huế","",""
"189-197, 197/1 Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, TP. HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 2"
"Số 38 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố Phan Thiết, Tỉnh Bình Thuận, Việt Nam","Bình Thuận","Phan Thiết",""
"280 Đống Đa, P Thanh Bình , Q Hải Châu, Thành Phố Đà Nẵng","Đà Nẵng","Đà Nẵng",""
"249 Nguyễn Thị Minh Khai, Phường Nguyễn Cư Trinh, Quận 1,Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"Khu  B, Khu Đô Thị Mới An Phú - An Khánh, Phường An Phú, Quận 2, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 2"
"Khu chức năng VII.2 - Khu Du lịch Hồ Tuyền Lâm - TP Đà Lạt - Tỉnh Lâm Đồng","Lâm Đồng","Đà Lạt",""
"48/7 Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"0.01-0.02-0.03 Cao ốc B Ngô Gia Tự, Hoà Hảo, P.3, Quận 10, TP. HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"101/8A1 Hồ Văn Huê, Phường 9, Quận Phú Nhận, Thành phố Hồ Chí Minh","Hồ Chí Minh","",""
"832 Trần Hung Đạo, Phường 7, Quận 5, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 5"
"11 Trường sơn, Phường 15, Quận 10, TP HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"11 Trường sơn, Phường 15, Quận 10, TP HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"11 Trường sơn, Phường 15, Quận 10, TP HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"131 Lê Lợi, Phường 3, Quận Gò Vấp, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Gò Vấp"
"Số 11, Đường Trường Sơn, Phường 15, Quận 10, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"Số 11, Đường Trường Sơn, Phường 15, Quận 10, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"Số 11, Đường Trường Sơn, Phường 15, Quận 10, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"SJ-07 Khu phố Garden Plaza 1, đường Tôn Dật Tiên, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 7"
"Khu TTTM Đồng Xoài, đường Phú Riềng Đỏ, Phường Tân Bình, TX. Đồng Xoài, T. Bình Phước , Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận Tân Bình"
"Số 543/1 Phan Văn Trị, P.7, Q. Gò Vấp, TP. HCM","Hồ Chí Minh","Hồ Chí Minh","Quận Gò Vấp"
"571-573 Nguyễn Kiệm, Phuờng 9, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"Số 787 Lũy Bán Bích, Phường Phú Thọ Hòa, Q.uận Tân Phú, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Tân Phú"
"Tháp nước, Đường Trần Phú, Phường 2, Thành phố Bảo Lộc, Tỉnh Lâm Đồng, Việt Nam","Lâm Đồng","",""
"Số 07, Đường Lê Duẩn, Phường Lý Thường Kiệt, Thành Phố Quy Nhơn, Tỉnh Bình Định, Việt Nam","Bình Định","Quy Nhơn",""
"Số 158 Đường số 19, P. Bình Trị Đông B, Q. Bình Tân, TP.HCM, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận Bình Tân"
"Số 189 C Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, TP. HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"Số 357 Quốc lộ 22, ấp Thượng, Xã Tân Thông Hội, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Huyện Củ Chi"
"Tầng Trệt, Tầng 1, Tầng 2 (Siêu thị Co.opMart) Khu A, Chung  Cư Phú Thọ, Phường 15, Quận 11, TP. HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 11"
"Số 543/1 Phan văn Trị, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận Gò Vấp"
"KM Số 10, Đường Nguyễn Trãi, Phường Mộ Lao, Quận Hà Đông, TP.Hà Nội , Việt Nam","Hà Nội","Hà Nội",""
"80/4A Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Thành Phố Hồ Chí Minh, Viêt Nam.","Hồ Chí Minh","Hồ Chí Minh","Quận 7"
"Cao ốc SCREC,  974 A Trường Sa, Phường 12, Quận 3, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"Số 48 Hoa Sứ, P.7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"Số 127 Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Bình Thạnh"
"Tầng 1, Toà nhà The Manor, số 91 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thành, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Bình Thạnh"
"06 Hùng Vương, Phường 6, Thành Phố Sóc Trăng, Tỉnh Sóc Trăng, Việt Nam","Sóc Trăng","Sóc Trăng",""
"Số 96 Hùng Vương, Phường 9, Quận 5, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 5"
"Số 7 Trần Huỳnh, Phường 7, TP .Bạc Liêu, Tỉnh Bạc Liêu, vIệT nAM","Bắc Liêu","",""
"Lô 07- Khu B1 Hà Huy Tập, Phường Xuân Hà, Quận Thanh Khê, Thành  phố Đà nẵng, Việt Nam","Đà Nẵng","Đà Nẵng",""
"Lầu 5, tòa nhà HD Tower, 25 bis, Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"TTTM Chợ Thanh Hà, Đường Trần Phú, Phường Phú Hà, TP. Phan Rang -Tháp Chàm , Tỉnh Ninh Thuận","Ninh Thuận","Phan Rang",""
"Số 2038 Hùng Vương, Phường Cam Lộc, Thành phố Cam Ranh, Tỉnh Khánh Hòa , Việt Nam","Khánh Hòa","",""
"Số 2 , đường Phan Đình Phùng, Phường Nam Hà,  Thành phố Hà Tĩnh, Tỉnh Hà Tĩnh , Việt Nam","Hà Tĩnh","",""
"792, Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Thành Phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Gò Vấp"
"Số 478 Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, TP.Đà Nẵng., Việt Nam","Đà Nẵng","Đà Nẵng",""
"Tầng 1, Toà nhà PVFCCo, 43 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"522 Đường Cách Mạng Tháng Tám, Tổ 25, Khu 4, P. Phú Cường, TP. Thủ Dầu Một, Tỉnh Bình Dương, VN","Bình Dương","Thủ Dầu Một",""
"Tổ 7,  đường Trần Hưng Đạo, Khu Phố 7, Thị Trấn Dương Đông, Huyện Phú Quốc, Tỉnh Kiên Giang","Kiên Giang","",""
"Số 128 Đào Cừ, KP Phong Thạnh, TT Cần Thạnh, H. Cần Giờ, TP. HCM","Ho Chi Minh","",""
"TTTM HD, đường Phan Chu Trinh, P.Điện Biên, TP.Thanh Hóa, Tỉnh Thanh Hóa","Thanh Hóa","Thanh Hóa",""
"Số 68/1 Quốc lộ 13, P. Hiệp Bình Chánh, Q.Thủ Đức, TP.HCM","Hồ Chí Minh","Hồ Chí Minh","Quận Thủ Đức"
" Số 01 Đại lộ Hòa Bình, PhườngTân An, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam","Cần Thơ","Cần Thơ",""
"TTTM Cát Bi Plaza,Số 01 Lê Hồng Phong,P.Lạc Viên,Q.Ngô Quyền,TP. Hải Phòng","Hải Phòng","Hải Phòng",""
"Số 609 Đường Trương Định, P. Thịnh Liệt, Q. Hoàng Mai, TP.Hà Nội, VN","Hà Nội","Hà Nội",""
"Số 02 Lê Hồng Phong, P. Phước Hải, TP. Nha Trang, T.Khánh Hoà","Khánh Hòa","Nha Trang",""
"172H -172Q Nguyễn Đình Chiểu , F.6, Quận 3","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"Toà  nhà Citadines BayFront Nha Trang, 62 Trần Phú, P Lộc Thọ, TP Nha Trang, Tỉnh Khánh Hoà , Việt Nam.","Khánh Hòa","Nha Trang",""
"Tầng trệt tòa nhà V2, V3 -Văn Phú Victoria - CT9, KĐT mới Văn Phú, P Phú La, Quận Hà Đông, HN.","","",""
"38 Lâm Văn Bền, P. Tân Kiểng, Quận 7, TP.HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 7"
"Tổ 18, Khu phố 9, Thị trấn Dương Đông, Huyện Phú Quốc, Tỉnh Kiên Giang","Kiên Giang","",""
"57 Thân Thành nối dài, Phường 16, Quận 11, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 11"
"SN 16- K ĐT Mới Phường Trưng Nhị-TX Phúc Yên-Tỉnh Vĩnh phúc","Vĩnh Phúc","",""
"484R Nơ Trang Long, Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Bình Thạnh"
"17 đường số 32, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận Gò Vấp"
"23 Thảo Điền - KP2 - P.Thảo Điền - Q2 - HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 2"
"74/13D, Hai Bà Trưng, Phường Bến Nghé, Quận 1, TPHCM","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"Toà nhà Lighthouse số 1254, 1255 đường Xô Viết Nghệ Tĩnh, Quận Hải Châu, Thành phố Đà Nẵng","Đà Nẵng","Đà Nẵng",""
"Tầng lửng Pegasus, 53-55 Võ Thị Sáu, Phường Quyết Thắng, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam","Đồng Nai","Biên Hoà",""
"72  Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"150B Tô Hiệu, Phường Vĩnh Trường, Thành phố Nha Trang, Tỉnh Khánh Hòa","Khánh Hòa","Nha Trang",""
"Số 199-205 Nguyễn Thái Học, P. Phạm Ngũ Lão, Q.1, TP. HCM","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"39 Lê Duẩn, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"23A  Nguyễn Thị Diệu , Phường 6 , Quận 3, Thành phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"199-205 Nguyễn Thái Học, Phường Phạm Ngũ Lão, Quận 1, Tp. Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"Đường Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng","Đà Nẵng","Đà Nẵng",""
"Phường Hòa Hải, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng","Đà Nẵng","Đà Nẵng",""
"Số 19 đường Trường Sa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP. Đà Nẵng , Việt Nam","Đà Nẵng","Đà Nẵng",""
"93AB Nguyễn Thiện Thuật , Nha Trang","Khánh Hòa","Nha Trang",""
"Số 14 Phố Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Hà Nội","Hà Nội",""
"34  Nguyễn Sỹ Sách,  Phường Hưng Bình, Thành Phố Vinh, Tỉnh Nghệ An","Nghệ An","",""
"133A-133B Nguyễn Đình Chính, Phường 8, Quận Phú Nhuận, TP. Hồ Chí Minh,  Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"Lô 50-57, đườg số 1, KCX Linh Trung II, P Bình Chiểu , Q.Thủ Đức","Hồ Chí Minh","Hồ Chí Minh","Quận Thủ Đức"
"Số 71 Nguyễn Tất Thành, Phường Tân An, TP. Buôn Ma Thuột, Tỉnh Đắk Lắk","Đăk Lăk","",""
"Số 2 Trần Hưng Đạo, P.1, TP. Đông Hà, Tỉnh Quảng Trị","Quảng Tri","",""
"TTTM - Văn Hóa -Dịch Vụ-Giải Trí, 497 Hòa Hảo, P.7, Q.10, TP.HCM, VN","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"36 Phong Châu, Phường Phước Hải, Tp. Nha Trang, Tỉnh Khánh Hòa","Khánh Hòa","Nha Trang",""
"Tầng P, Toà nhà Ryby 1, Sài gòn Pearl, 92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TP.HCM","Hồ Chí Minh","Hồ Chí Minh","Quận Bình Thạnh"
"666/46/23 Đường 3 tháng 2, Phường 14, Quận 10, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 10"
"174 Thái Hà, Q.Đống Đa, Hà Nội .","Hà Nội","Hà Nội",""
"Số 21 Cách Mạng Tháng Tám, P. Hoa Lư, TP. Pleiku, Tỉnh Gia Lai","Gia Lai","Pleiku",""
"Số 26 Đường 3/2, P.1, TP. Vĩnh Long, Tỉnh Vĩnh Long","Vĩnh Long","",""
"Số 12 Nguyễn Huệ, P.Mỹ Long, TP.Long Xuyên, Tỉnh An Giang","An Giang","Long Xuyên",""
"Số 26A Trần Quốc Tuấn, P.4, TP. Bến Tre, Tỉnh Bến Tre","Bến Tre","Bến Tre",""
"Số 35,Phố Tuệ Tĩnh, Phường Bùi Thị Xuân,Quận Hai Bà Trưng, Thành phố Hà Nội","Hà Nội","Hà Nội",""
"123 Nguyễn Đình Chiểu, Phường 6, Quận 3, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 3"
"251/1 Nguyễn Văn Trỗi, F 10, Q. Phú Nhuận.","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"112 Đường 49A, Khu Phố 2, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 2"
"211/114 Hoàng Hoa Thám, Phường 5 , Phú Nhuận, TP. HCM","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"07 Bùi Viện, Quận Hải Châu, TP. Đà Nẵng","Đà Nẵng","Đà Nẵng",""
"230 Nguyễn Trãi - Quận 1 - TPHCM","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"230 Nguyễn Trãi - Quận 1 - TPHCM","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"230 Nguyễn Trãi - Quận 1 - TPHCM","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"230 Nguyễn Trãi - Quận 1 - TPHCM","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"50A Trương Quốc Dung, Phường 10, Quận Phú Nhuận, TP HCM","Hồ Chí Minh","Hồ Chí Minh","Quận Phú Nhuận"
"Số 121, Phạm văn Thuận, P. Tân Tiến, TP. Biên Hòa, T.Đồng Nai.","Đồng Nai","Biên Hoà",""
"Khu TTTM Tổng hợp 16ha, P.Vĩnh Thanh Vân, TP.Rạch Giá, T. Kiên Giang","Kiên Giang","Rạch Giá",""
"319 Trần Hưng Đạo, P.1, TP. Vị Thanh, Tỉnh Hậu Giang","Hậu Giang","Vị Thanh",""
"Số 1332 Nguyễn Trung Trực, P. An Bình, TP. Rạch Gía, Tỉnh Kiên Giang","Kiên Giang","Rạch Giá",""
"Số 1A, Nguyễn Tất Thành, P. Bình Hưng, TP. Phan Thiết, Tỉnh Bình Thuận, VN","Bình Thuận","Phan Thiết",""
"Đường Nguyễn Đáng, Khóm 3, P.6, Tp. Trà Vinh, Tỉnh Trà Vinh","Trà Vinh","Trà Vinh",""
"Số 09, Trần Hưng Đạo, P.5, TP.Cà Mau, Tỉnh Cà Mau","Cà Mau","Cà Mau",""
"Số 35 ấp Bắc, P.5, TP. Mỹ Tho, Tỉnh Tiền Giang","Tiền Giang","Mỹ Tho",""
"Gian Hàng 1.57, Tầng Trệt, A43 Trường  Sơn, P,4, Q.TB","","",""
"GH 1029,Tầng Trệt Tòa Nhà Imperial số 159-163 Thùy Vân, P. Thắng Tam - TP Vũng Tàu","Bà Rịa - Vũng Tàu","Vũng Tàu",""
"Gian Hàng 1.57, Tầng Trệt, A43 Trường  Sơn, P,4, Q.TB","","",""
"Gian Hàng 1.57, Tầng Trệt, A43 Trường  Sơn, P,4, Q.TB","","",""
"Gian Hàng 1.57 tầng trệt, A43 Trường Sơn, P4, Q.Tân Bình.","Hồ Chí Minh","Hồ Chí Minh","Quận Tân Bình"
"Gian Hàng 1.57, Tầng Trệt, A43 Trường  Sơn, P,4, Q.TB","","",""
"Gian Hàng 1.57, Tầng Trệt, A43 Trường  Sơn, P,4, Q.TB","","",""
"59 Ngô Bệ, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Tân Bình"
"Số 18 đường Phan Văn Trị, Phường 10, Quận Gò Vấp, TP. Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận Gò Vấp"
"18 - 20 Ngô Văn Năm,  Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh","Hồ Chí Minh","Hồ Chí Minh","Quận 1"
"Tower 2, Khu đô thị Times City, Số 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai bà Trưng, Thành Phố Hà Nội","Hà Nội","Hà Nội",""
"24 Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành Phố Phan Thiết, Tỉnh Bình Thuận","Bình Thuận","Phan Thiết",""
"Đường Âu Cơ - Phường  Cửa Đại - TP Hội An - Tỉnh Quảng Nam","Quảng Nam","",""
"","","",""
"Số 96 Hùng Vương, Phường 9, Quận 5, Thành Phố Hồ Chí Minh, Việt Nam","Hồ Chí Minh","Hồ Chí Minh","Quận 5"
"51 Lê văn miến, p. thảo điền, quận 2","Hồ Chí Minh","Hồ Chí Minh","Quận 2"
"46A - C-D vườn lài, tân thành, tân phú","Hồ Chí Minh","Hồ Chí Minh","Quận Tân Phú"
"7/19, Nguyễn Aí Quốc, KP3, P.Hố Nai, Biên Hoà, Đồng Nai","Đồng Nai","Biên Hoà",""
